Nom de l'artiste,Date d'anniversaire,Titre Album,Genre,Date de sortie,Groupe
Ad Visser,1947-04-28,Sobriëtas,Experimental,1982-01-01,No
Adalita,1971-02-25,Adalita,Rock,2011-03-04,No
Adalita,1971-02-25,All Day Venus,Rock,2013-09-20,No
Adam Ant,1954-11-03,Friend Or Foe,Rock,1982-01-01,No
Adam Ant,1954-11-03,Strip,Rock,1983-01-01,No
Adam Ant,1954-11-03,Vive Le Rock,Rock,1985-09-02,No
Adam Ant,1954-11-03,Manners & Physique,Pop Rock,1989-01-01,No
Adam Ant,1954-11-03,Antics In The Forbidden Zone,Pop Rock,1990-10-23,No
Adam Ant,1954-11-03,Persuasion,Rock,1993-01-01,No
Adam Ant,1954-11-03,B-Side Babies,Rock,1994-09-27,No
Adam Ant,1954-11-03,Wonderful,Rock,1995-03-07,No
Adam Ant,1954-11-03,Redux,Rock,2004-04-11,No
Adam Ant,1954-11-03,Adam Ant Is The Blueblack Hussar In Marrying The Gunner's Daughter,Rock,2013-01-22,No
Adam Cohen,1972-09-18,We Go Home,Pop,2014-09-15,No
Adam Freeland,1973-08-07,Now & Them,Electronica,2003-01-09,No
Adam Freeland,1973-08-07,Cope,Electronica,2009-05-01,No
Adam Green,1981-05-28,Friends Of Mine,Anti-Folk,2003-07-22,No
Adam Green,1981-05-28,Gemstones,Indie Rock,2005-02-22,No
Adam Green,1981-05-28,Jacket Full Of Danger,Pop Rock&#x200E;,2006-03-16,No
Adam Green,1981-05-28,Sixes & Sevens,Pop Rock,2008-03-07,No
Adam Lambert,1982-01-29,Take One,Pop Rock,2009-11-17,No
Adam Lambert,1982-01-29,For Your Entertainment,Pop Rock,2009-11-23,No
Adam Lambert,1982-01-29,Trespassing,Pop,2012-05-15,No
Adam Rickitt,1978-05-29,Good Times,Pop,1999-10-18,No
Adam Tensta,1983-08-01,It's A Tensta Thing,Hip Hop,2007-11-30,No
Adam Tensta,1983-08-01,Scared Of The Dark,Hip Hop,2011-04-13,No
Adam Sandler,1966-09-09,They're All Gonna Laugh At You,Comedy,1993-09-28,No
Adam Sandler,1966-09-09,What The Hell Happened To Me?,Comedy,1996-02-13,No
Adam Sandler,1966-09-09,What's Your Name?,Comedy,1997-09-16,No
Adam Sandler,1966-09-09,Stan And Judy's Kid,Comedy,1999-09-21,No
Adam Sandler,1966-09-09,Shhh...Don't Tell,Comedy,2004-07-13,No
Adele,1988-05-05,19,Soul,2008-01-28,No
Adele,1988-05-05,21,Soul,2011-01-19,No
Adele,1988-05-05,ITunes Festival: London 2011,Pop,2011-07-13,No
Adele,1988-05-05,Skyfall,Soul,2012-10-05,No
Adele,1988-05-05,25,Soul,2015-11-20,No
Adel Tawil,1978-08-15,Lieder,Pop,2013-11-08,No
Adi Smolar,1959-03-25,"No Ja, Pa Kaj...",Singer-Songwriter,1997-01-01,No
Adi Smolar,1959-03-25,Neprilagojen,Singer-Songwriter,1994-01-01,No
Adina Howard,1974-11-14,Do You Wanna Ride?,R&amp;B,1995-02-28,No
Adina Howard,1974-11-14,Welcome To Fantasy Island,R&amp;B,1997-07-29,No
Adina Howard,1974-11-14,The Second Coming,R&amp;B,2004-04-06,No
Adina Howard,1974-11-14,Private Show,R&amp;B,2007-06-26,No
Adrian Belew,1949-12-23,Lone Rhino,Rock,1982-01-01,No
Adrian Belew,1949-12-23,Twang Bar King,Rock,1983-01-01,No
Adrian Belew,1949-12-23,Mr. Music Head,Rock,1989-01-01,No
Adrian Belew,1949-12-23,Young Lions,Rock,1990-01-01,No
Adrian Belew,1949-12-23,Inner Revolution,Rock,1992-01-01,No
Adrian Belew,1949-12-23,Here,Rock,1994-01-01,No
Adrian Belew,1949-12-23,Op Zop Too Wah,Avant-Pop,1996-01-01,No
Adrian Belew,1949-12-23,Belewprints,Rock,1998-01-01,No
Adrian Belew,1949-12-23,Coming Attractions,Rock,2000-02-08,No
Adrian Belew,1949-12-23,Side One,Rock,2005-01-25,No
Adrian Belew,1949-12-23,Side Two,Rock,2005-07-12,No
Adrian Belew,1949-12-23,Side Three,Rock,2006-04-18,No
Adrian Belew,1949-12-23,Side Four (Live),Progressive Rock,2007-11-16,No
Adrian Stern,1975-03-22,Stern,Pop,2003-11-16,No
Adriana Calcanhotto,1965-10-03,Enguiço,Pop,1990-01-01,No
Adriana Calcanhotto,1965-10-03,Senhas,Pop,1992-01-01,No
Adriana Calcanhotto,1965-10-03,A Fábrica Do Poema,Pop,1994-01-01,No
Adriana Calcanhotto,1965-10-03,Maritmo,Pop,1998-01-01,No
Adriana Calcanhotto,1965-10-03,Público,Pop,2000-01-01,No
Adriana Calcanhotto,1965-10-03,Cantada,Pop,2002-01-01,No
Adriana Calcanhotto,1965-10-03,Adriana Partimpim,Pop,2004-01-01,No
Adriana Calcanhotto,1965-10-03,Maré,Brazilian,2008-01-01,No
Adriana Varela,1952-05-09,Tangos De Lengue: Varela Canta A Cadícamo,Tango,1997-01-07,No
Adriana Varela,1952-05-09,Más Tango,Tango,2000-01-01,No
Adriana Varela,1952-05-09,Docke,Tango,2009-08-01,No
Adriano Celentano,1938-01-06,Furore,Pop,1961-01-01,No
Adriano Celentano,1938-01-06,Non Mi Dir,Pop,1965-01-01,No
Adriano Celentano,1938-01-06,La Festa,Pop,1996-01-01,No
Adriano Celentano,1938-01-06,Il Ragazzo Della Via Gluck,Pop,1966-11-01,No
Adriano Celentano,1938-01-06,Adriano Rock,Pop,1969-01-01,No
Adriano Celentano,1938-01-06,Azzurro,Pop,1968-01-01,No
Adriano Celentano,1938-01-06,Le Robe Che Ha Detto Adriano,Pop,1969-01-01,No
Adriano Celentano,1938-01-06,Il Forestiero,Pop,2002-01-01,No
Adriano Celentano,1938-01-06,Er Più: Storia D'amore E Di Coltello,Pop,1971-01-01,No
Adriano Celentano,1938-01-06,I Mali Del Secolo,Pop,1972-01-01,No
Adriano Celentano,1938-01-06,Nostalrock,Pop,1973-10-31,No
Adriano Celentano,1938-01-06,Yuppi Du,Pop,1975-03-07,No
Adriano Celentano,1938-01-06,Svalutation,Pop,1976-01-01,No
Adriano Celentano,1938-01-06,Disco Dance,Pop,1977-01-01,No
Adriano Celentano,1938-01-06,Tecadisk,Pop,1977-01-01,No
Adriano Celentano,1938-01-06,Ti Avrò,Pop,1978-01-01,No
Adriano Celentano,1938-01-06,Geppo Il Folle,Pop,1978-01-01,No
Adriano Celentano,1938-01-06,Soli,Pop,1979-01-01,No
Adriano Celentano,1938-01-06,Un Po' Artista Un Po' No,Pop,1980-01-01,No
Adriano Celentano,1938-01-06,Deus,Pop,1981-01-01,No
Adriano Celentano,1938-01-06,Atmosfera,Pop,1983-01-01,No
Adriano Celentano,1938-01-06,I Miei Americani Tre Puntini,Pop,1984-01-01,No
Adriano Celentano,1938-01-06,Joan Lui,Pop,1985-01-01,No
Adriano Celentano,1938-01-06,I Miei Americani Tre Puntini 2,Pop,1986-01-01,No
Adriano Celentano,1938-01-06,La Pubblica Ottusità,Pop,1987-01-01,No
Adriano Celentano,1938-01-06,Il Re Degli Ignoranti,Pop,1991-01-01,No
Adriano Celentano,1938-01-06,Rock Matto,Pop,1991-01-01,No
Adriano Celentano,1938-01-06,Quel Punto,Pop,1994-01-01,No
Adriano Celentano,1938-01-06,Arrivano Gli Uomini,Pop,1996-01-01,No
Adriano Celentano,1938-01-06,Ciao Ragazzi,Pop,1996-01-01,No
Adriano Celentano,1938-01-06,Io Non So Parlar D'Amore,Pop,1999-01-01,No
Adriano Celentano,1938-01-06,Esco Di Rado E Parlo Ancora Meno,Pop,2000-01-01,No
Adriano Celentano,1938-01-06,Per Sempre,Pop,2002-11-01,No
Adriano Celentano,1938-01-06,C'è Sempre Un Motivo,Pop,2004-01-01,No
Adriano Celentano,1938-01-06,Unicamente Celentano,Pop,2006-11-10,No
Adriano Celentano,1938-01-06,"Dormi Amore, La Situazione Non È Buona",Pop,2007-11-23,No
Adriano Celentano,1938-01-06,L'Animale,Pop,2008-11-28,No
Adriano Celentano,1938-01-06,Facciamo Finta Che Sia Vero,Pop,2011-11-29,No
Aesop Rock,1976-05-11,Music For Earthworms,Underground Hip Hop,1997-01-01,No
Aesop Rock,1976-05-11,Float,Underground Hip Hop,2000-08-29,No
Aesop Rock,1976-05-11,Labor Days,Underground Hip Hop,2001-09-18,No
Aesop Rock,1976-05-11,Bazooka Tooth,Underground Hip Hop,2003-09-23,No
Aesop Rock,1976-05-11,None Shall Pass,Alternative Hip Hop,2007-08-28,No
Aesop Rock,1976-05-11,Appleseed,Underground Hip Hop,1999-01-01,No
Aesop Rock,1976-05-11,Daylight,Underground Hip Hop,2002-02-05,No
Aesop Rock,1976-05-11,"Fast Cars, Danger, Fire, And Knives",Underground Hip Hop,2005-02-22,No
Aesop Rock,1976-05-11,All Day: Nike+ Original Run,Hip Hop,2007-02-13,No
Afric Simone,1956-07-17,Ramaya,Disco,1975-01-01,No
Afrob,1977-08-01,Rolle Mit Hip Hop,Hip Hop,1999-03-29,No
Afrob,1977-08-01,Made In Germany,Hip Hop,2001-06-25,No
Afrob,1977-08-01,Hammer,Hip Hop,2005-02-28,No
Afrojack,1987-09-09,Forget The World,Electro House,2014-05-19,No
Afroman,1974-07-29,Because I Got High,Hip Hop,2000-06-20,No
Afroman,1974-07-29,Sell Your Dope,Hip Hop,2000-09-12,No
Afroman,1974-07-29,The Good Times,Hip Hop,2001-11-12,No
Afroman,1974-07-29,4R0:20,Hip Hop,2004-12-14,No
Afroman,1974-07-29,Jobe Bells,Christmas,2004-01-01,No
Afroman,1974-07-29,Afroholic...The Even Better Times,Hip Hop,2004-04-20,No
Afroman,1974-07-29,Waiting To Inhale,Hip Hop,2007-01-01,No
Afroman,1974-07-29,Frobama: Head Of State,Hip Hop,2008-11-25,No
Afu-Ra,1973,Body Of The Life Force,Underground Hip Hop,2000-10-24,No
Afu-Ra,1973,Life Force Radio,Underground Hip Hop,2002-05-20,No
Afu-Ra,1973,State Of The Arts,Hip Hop,2005-06-14,No
Aggro Santos,1988-10-12,AggroSantos.com,Hip Hop,2011-01-31,No
Agnes,1988-03-06,Agnes,Pop,2005-12-19,No
Agnes,1988-03-06,Stronger,Pop,2006-10-11,No
Agnes,1988-03-06,Dance Love Pop,Pop,2008-10-29,No
Agnes,1988-03-06,Veritas,Pop,2012-09-05,No
Agnes Obel,1980-10-28,Philharmonics,Folk,2010-10-04,No
Agnes Obel,1980-10-28,Aventine,Folk,2013-09-30,No
Agnes Bernelle,1923-03-07,Father's Lying Dead On The Ironing Board,Chanson,1985-01-01,No
Agnes Bernelle,1923-03-07,Mother The Wardrobe Is Full Of Infantrymen,Chanson,1990-01-01,No
Agnetha Fältskog,1950-04-05,Elva Kvinnor I Ett Hus,Pop,2004-01-01,No
Agnetha Fältskog,1950-04-05,Tio År Med Agnetha,Pop,1979-01-01,No
Agnetha Fältskog,1950-04-05,Wrap Your Arms Around Me,Pop,1983-01-01,No
Agnetha Fältskog,1950-04-05,Eyes Of A Woman,Pop,1985-01-01,No
Agnetha Fältskog,1950-04-05,I Stand Alone,Pop,1987-01-01,No
Agnetha Fältskog,1950-04-05,That's Me - The Greatest Hits,Pop,1998-06-03,No
Agnetha Fältskog,1950-04-05,My Colouring Book,Pop,2004-04-19,No
Agnetha Fältskog,1950-04-05,A,Pop,2013-05-10,No
Agnes Carlsson,1988-03-06,Agnes,Pop,2005-12-19,No
Agnes Carlsson,1988-03-06,Stronger,Pop,2006-10-11,No
Agnes Carlsson,1988-03-06,Dance Love Pop,Pop,2008-10-29,No
Agnes Carlsson,1988-03-06,Veritas,Pop,2012-09-05,No
Agoria,1976-01-16,Blossom,Techno,2003-09-30,No
Agoria,1976-01-16,The Green Armchair,Techno,2006-10-16,No
Agoria,1976-01-16,Go Fast,Techno,2008-10-13,No
Ahmad,1975-10-12,Ahmad,Hip Hop,1994-05-24,No
Ahmet Kaya,1957,Ağlama Bebeğim,Folk,1985-04-01,No
Ahmet Kaya,1957,Acılara Tutunmak,Folk,1985-12-01,No
Ahmet Kaya,1957,Şafak Türküsü,Folk,1986-05-01,No
Ahmet Kaya,1957,An Gelir,Folk,1986-12-01,No
Ahmet Kaya,1957,Yorgun Demokrat,Folk,1987-11-01,No
Ahmet Kaya,1957,Başkaldırıyorum,Folk,1988-08-01,No
Ahmet Kaya,1957,Resitaller 1,Folk,1989-04-01,No
Ahmet Kaya,1957,İyimser Bir Gül,Folk,1989-11-01,No
Ahmet Kaya,1957,Resitaller 2,Folk,1990-05-01,No
Ahmet Kaya,1957,Sevgi Duvarı,Folk,1990-10-01,No
Ahmet Kaya,1957,Başım Belada,Folk,1991-08-01,No
Ahmet Kaya,1957,Dokunma Yanarsın,Folk,1992-08-01,No
Ahmet Kaya,1957,Tedirgin,Folk,1993-04-01,No
Ahmet Kaya,1957,Şarkılarım Dağlara,Folk,1994-05-01,No
Ahmet Kaya,1957,Beni Bul,Folk,1995-11-01,No
Ahmet Kaya,1957,Yıldızlar Ve Yakamoz,Folk,1996-12-01,No
Ahmet Kaya,1957,Dosta Düşmana Karşı,Folk,1998-03-01,No
Ahmet Kaya,1957,Hoşçakalın Gözüm...,Folk,2001-08-01,No
Ahmet Kaya,1957,Biraz Da Sen Ağla,Folk,2003-12-01,No
Ahmet Kaya,1957,Kalsın Benim Davam...,Folk,2005-12-12,No
Ahmet Kaya,1957,Gözlerim Bin Yaşında,Folk,2006-12-11,No
Ahmet Kaya,1957,Ülkemde Son Turnem,Folk,2010-10-20,No
Aiko,1975-11-22,桜の木の下,J-Pop,2000-03-01,No
Aimee Mann,1960-09-08,Whatever,Indie Pop,1993-05-11,No
Aimee Mann,1960-09-08,I'm With Stupid,Indie Pop,1995-11-01,No
Aimee Mann,1960-09-08,Bachelor No. 2,Indie Pop,2000-05-02,No
Aimee Mann,1960-09-08,Ultimate Collection,Rock,2000-09-12,No
Aimee Mann,1960-09-08,Lost In Space,Indie Pop,2002-08-27,No
Aimee Mann,1960-09-08,The Forgotten Arm,Indie Rock,2005-05-03,No
Aimee Mann,1960-09-08,Smilers,Indie Pop,2008-06-03,No
Aino Venna,1982,Marlene,Folk,2012-10-26,No
Aino Venna,1982,Tin Roof,Folk,2014-11-07,No
Ajda Pekkan,1946-02-12,Ajda Pekkan,Pop,1996-08-24,No
Ajda Pekkan,1946-02-12,Süper Star,Pop,2008-05-22,No
Ajda Pekkan,1946-02-12,Sen Mutlu Ol,Pop,1981-01-01,No
Ajda Pekkan,1946-02-12,Süperstar 4,Pop,1987-08-13,No
Ajda Pekkan,1946-02-12,Unutulmayanlar,Pop,1990-01-01,No
Ajda Pekkan,1946-02-12,Ajda 1990,Pop,1990-02-14,No
Ajda Pekkan,1946-02-12,Seni Seçtim,Pop,1991-07-07,No
Ajda Pekkan,1946-02-12,Hoşgör Sen,Pop,1992-07-19,No
Ajda Pekkan,1946-02-12,Ajda '93,Pop,1993-05-17,No
Ajda Pekkan,1946-02-12,Ajda Pekkan,Pop,1996-08-24,No
Ajda Pekkan,1946-02-12,Diva,Pop,2000-06-11,No
Ajda Pekkan,1946-02-12,Aynen Öyle,Pop,2008-07-25,No
Ajda Pekkan,1946-02-12,Farkın Bu,Pop,2011-06-09,No
Aketo,1980-08-30,Cracheur 2 Venin,Hip Hop,2007-01-01,No
Akhenaton,1968-09-17,Sol Invictus,Hip Hop,2001-01-01,No
Akhenaton,1968-09-17,Black Album,Hip Hop,2002-11-01,No
Akhenaton,1968-09-17,Double Chill Burger,Hip Hop,2005-01-01,No
Akhenaton,1968-09-17,Soldats De Fortune,Hip Hop,2006-03-14,No
Akon,1973-04-16,Trouble,Hip Hop,2004-06-29,No
Akon,1973-04-16,Konvicted,Hip Hop,2006-11-14,No
Akon,1973-04-16,Freedom,R&amp;B,2008-12-01,No
Al Denson,1960-05-13,The Extra Mile,Contemporary Christian,1992-01-01,No
Al Denson,1960-05-13,Reasons,Contemporary Christian,1993-01-01,No
Al Denson,1960-05-13,Take Me To The Cross,Contemporary Christian,1997-05-12,No
Al Denson,1960-05-13,From This Day On,Contemporary Christian,2000-01-01,No
Al Di Meola,1954-07-22,Land Of The Midnight Sun,Jazz Fusion,1976-01-01,No
Al Di Meola,1954-07-22,Elegant Gypsy,Jazz Fusion,1977-01-01,No
Al Di Meola,1954-07-22,Casino,Jazz Fusion,1978-01-01,No
Al Di Meola,1954-07-22,Splendido Hotel,Jazz Fusion,1980-01-01,No
Al Di Meola,1954-07-22,Electric Rendezvous,Jazz Fusion,1982-01-01,No
Al Di Meola,1954-07-22,Orange And Blue,Jazz Fusion,1994-08-16,No
Al Di Meola,1954-07-22,Di Meola Plays Piazzolla,Jazz Fusion,1996-11-05,No
Al Di Meola,1954-07-22,Consequence Of Chaos,Jazz,2006-09-26,No
Al Green,1946-04-13,Green Is Blues,Soul,1969-04-15,No
Al Green,1946-04-13,Let's Stay Together,Soul,1972-01-31,No
Al Green,1946-04-13,Call Me,Soul,1973-07-18,No
Al Green,1946-04-13,He Is The Light,Gospel,1985-01-01,No
Al Jarreau,1940-03-12,We Got By,Jazz,1975-01-01,No
Al Jarreau,1940-03-12,Glow,Jazz,1988-04-29,No
Al Jarreau,1940-03-12,Look To The Rainbow: Live In Europe,Jazz,1989-01-01,No
Al Jarreau,1940-03-12,All Fly Home,Jazz,1978-01-01,No
Al Jarreau,1940-03-12,This Time,Jazz,1980-01-01,No
Al Jarreau,1940-03-12,Breakin' Away,Jazz,1983-01-01,No
Al Jarreau,1940-03-12,Jarreau,Jazz,1983-01-01,No
Al Jarreau,1940-03-12,Ain't No Sunshine,Vocal,1983-01-01,No
Al Jarreau,1940-03-12,High Crime,Jazz,1984-01-01,No
Al Jarreau,1940-03-12,Live In London 1984,Jazz,1985-01-01,No
